Datetime,Close,High,Low,Open,Volume
2026-04-06 03:45:00+00:00,1019.2999877929688,1022.75,1011.2000122070312,1020.0499877929688,0
2026-04-06 03:50:00+00:00,1019.2000122070312,1021.9500122070312,1017.0,1019.6500244140625,300366
2026-04-06 03:55:00+00:00,1019.7000122070312,1021.0,1018.0,1019.4500122070312,252491
2026-04-06 04:00:00+00:00,1023.3499755859375,1024.4000244140625,1018.7000122070312,1019.7000122070312,394741
2026-04-06 04:05:00+00:00,1026.3499755859375,1029.0,1023.0,1023.75,1010900
2026-04-06 04:10:00+00:00,1020.9000244140625,1026.8499755859375,1020.5999755859375,1026.0,300760
2026-04-06 04:15:00+00:00,1017.5,1023.1500244140625,1016.2999877929688,1020.9500122070312,193097
2026-04-06 04:20:00+00:00,1015.0,1018.0999755859375,1015.0,1017.75,242305
2026-04-06 04:25:00+00:00,1014.0,1016.5499877929688,1013.7999877929688,1015.5499877929688,215619
2026-04-06 04:30:00+00:00,1013.9000244140625,1014.5,1012.2999877929688,1014.0,157724
2026-04-06 04:35:00+00:00,1014.3499755859375,1015.25,1013.0999755859375,1013.75,277610
2026-04-06 04:40:00+00:00,1014.5,1014.7999877929688,1012.0,1014.0499877929688,242705
2026-04-06 04:45:00+00:00,1014.25,1016.5499877929688,1012.0,1014.4500122070312,459916
2026-04-06 04:50:00+00:00,1014.3499755859375,1015.7999877929688,1014.0,1014.25,196994
2026-04-06 04:55:00+00:00,1013.7999877929688,1014.9000244140625,1012.2999877929688,1014.25,138537
2026-04-06 05:00:00+00:00,1012.9000244140625,1014.0499877929688,1011.0,1013.5499877929688,114646
2026-04-06 05:05:00+00:00,1013.9500122070312,1015.0,1012.7000122070312,1013.0,266354
2026-04-06 05:10:00+00:00,1014.5,1014.8499755859375,1012.5,1014.2000122070312,187368
2026-04-06 05:15:00+00:00,1014.7000122070312,1016.25,1013.7999877929688,1014.0999755859375,121756
2026-04-06 05:20:00+00:00,1012.6500244140625,1014.9000244140625,1011.4500122070312,1014.7000122070312,117833
2026-04-06 05:25:00+00:00,1012.3499755859375,1013.7999877929688,1012.0,1012.5,59735
2026-04-06 05:30:00+00:00,1007.5999755859375,1012.2999877929688,1007.1500244140625,1012.2999877929688,249281
2026-04-06 05:35:00+00:00,1008.25,1008.7999877929688,1006.2000122070312,1007.5999755859375,128295
2026-04-06 05:40:00+00:00,1007.9000244140625,1008.0999755859375,1005.9500122070312,1008.0,134902
2026-04-06 05:45:00+00:00,1008.5999755859375,1008.6500244140625,1005.0499877929688,1008.0,120067
2026-04-06 05:50:00+00:00,1006.75,1009.5999755859375,1006.25,1008.6500244140625,323120
2026-04-06 05:55:00+00:00,1007.7999877929688,1007.9000244140625,1005.0999755859375,1006.4500122070312,112197
2026-04-06 06:00:00+00:00,1007.7000122070312,1008.2000122070312,1006.0499877929688,1008.2000122070312,102159
2026-04-06 06:05:00+00:00,1009.6500244140625,1011.9500122070312,1007.4500122070312,1007.4500122070312,373769
2026-04-06 06:10:00+00:00,1011.1500244140625,1011.5,1008.2999877929688,1009.0,142260
2026-04-06 06:15:00+00:00,1011.2999877929688,1013.0,1010.5999755859375,1010.75,244242
2026-04-06 06:20:00+00:00,1012.0,1013.9500122070312,1011.0,1011.0,368685
2026-04-06 06:25:00+00:00,1011.0,1014.2000122070312,1010.5,1012.2999877929688,573572
2026-04-06 06:30:00+00:00,1011.4500122070312,1012.2999877929688,1010.6500244140625,1010.9500122070312,142416
2026-04-06 06:35:00+00:00,1013.1500244140625,1014.7999877929688,1011.2000122070312,1011.4500122070312,461764
2026-04-06 06:40:00+00:00,1013.0,1014.0,1012.0999755859375,1013.1500244140625,246929
2026-04-06 06:45:00+00:00,1013.6500244140625,1014.75,1012.5,1013.3499755859375,335446
2026-04-06 06:50:00+00:00,1015.8499755859375,1017.4000244140625,1013.4000244140625,1013.9000244140625,783012
